phyto_name,lake,stationid,device,mesh_um,integrated_y_n,min_depth_m,max_depth_m,date_dd_mm_yyyy,cell_colony_density_ind_l,biovol_um3_ml,biomass_ug_l,genus,MFG,CSR
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,698.13,700.8158101,0.70081581,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,15358.86,1122.55739,1.12255739,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,24434.55,4490.030867,4.490030867,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,2094.39,1299.281869,1.299281869,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,5585.04,2075.532805,2.075532805,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,698.13,552.4163064,0.552416306,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,1396.26,9008.029203,9.008029203,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,2792.52,994.3146428,0.994314643,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,3490.65,1793.302871,1.793302871,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,5585.04,1074.142818,1.074142818,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,5585.04,580.1697319,0.580169732,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,1396.26,828.6244596,0.82862446,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,78888.69,10132.79872,10.13279872,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,1396.26,1451.884057,1.451884057,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,2792.52,5091.968434,5.091968434,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,17/09/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,4886.91,2524.898673,2.524898673,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,3490.65,3091.034559,3.091034559,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,26528.94,20143.75363,20.14375363,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,698.13,125.0538717,0.125053872,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,2792.52,1949.077761,1.949077761,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,8377.56,2072.145695,2.072145695,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,698.13,66.28857331,0.066288573,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,2792.52,574.8488313,0.574848831,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,698.13,249.9026148,0.249902615,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,9075.69,29310.23003,29.31023003,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,3490.65,9414.018136,9.414018136,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,698.13,700.8158101,0.70081581,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,1396.26,200.671069,0.200671069,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,4886.91,357.1773514,0.357177351,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,13962.6,2565.731924,2.565731924,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,1396.26,518.8832012,0.518883201,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,1396.26,268.5357045,0.268535705,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,698.13,672.8036029,0.672803603,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,3490.65,4141.047277,4.141047277,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,698.13,828.6244596,0.82862446,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,44680.32,5738.930248,5.738930248,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,40,348.457575,0.348457575,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,2094.39,3818.976326,3.818976326,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,01/10/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,5585.04,2885.598484,2.885598484,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,4188.78,3709.241471,3.709241471,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,18849.51,14312.66705,14.31266705,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,698.13,49512.86894,49.51286894,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,1396.26,250.1077434,0.250107743,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,4886.91,3410.886083,3.410886083,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,3490.65,863.3940397,0.86339404,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,698.13,66.28857331,0.066288573,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,2792.52,574.8488313,0.574848831,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,4188.78,4969.256732,4.969256732,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,6981.3,22546.33079,22.54633079,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,4886.91,13179.62539,13.17962539,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,1396.26,300.9447939,0.300944794,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,1396.26,1401.63162,1.40163162,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,25132.68,3612.079242,3.612079242,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,6981.3,510.2533591,0.510253359,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,8377.56,1539.439154,1.539439154,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,3490.65,1297.208003,1.297208003,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,1396.26,497.1573214,0.497157321,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,698.13,268.6661361,0.268666136,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (long),Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pyramimonadales,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Pyramimonadales,3a-UnicPhyto,C
Radiococcus polycoccus,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,2792.52,205.4871746,0.205487175,Radiococcus,11a-NakeChlor,CR
Raphidocelis,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,1396.26,145.042433,0.145042433,Raphidocelis,11b-GelaChlor,S
Rhizosolenia,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,1396.26,1657.248919,1.657248919,Rhizosolenia,6a2-LUniCent,CR
Rhodomonas minuta,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,34906.5,4483.539256,4.483539256,Rhodomonas,2d-Crypto,C
Staurastrum,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Staurastrum,9a-SmallConj,CR
Staurastrum avicula var. lunatum,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Staurastrum,8a-LargeCoCh,S
Tabellaria,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Tabellaria,6b1-LColPenn,CR
Tabellaria fenestrata,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,2792.52,5091.968434,5.091968434,Tabellaria,6b1-LColPenn,R
Tabellaria flocculosa,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Tabellaria,7b-SmallPenn,CR
Trachelomonas volvocina,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Trachelomonas,2c-SmallEugl,CR
Ulnaria ulna,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Ulnaria,6b1-LColPenn,R
Woronichinia,Feeagh,AWQMS,tube,NA,y,0,6,17/10/2018,0,0,0,Woronichinia,5d-SmallChroo,R
Amphora,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Amphora,6b2-LUniPenn,CR
Asterionella formosa,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Asterionella,6b1-LColPenn,R
Aulacoseira alpigena,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,8377.56,7418.482941,7.418482941,Aulacoseira,6a1-LColCent,CR
Aulacoseira distans,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,1340.192081,1.340192081,Aulacoseira,7a-SmallCent,R
Aulacoseira subarctica,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,20245.77,15372.86461,15.37286461,Aulacoseira,7a-SmallCent,R
Botryococcus braunii,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Botryococcus,11a-NakeChlor,CR
Centric Diatom Large,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Centric,7a-SmallCent,C
Centric Diatom Small,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,2094.39,375.161615,0.375161615,Centric,7a-SmallCent,C
Centric Diatoms,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,1396.26,974.5388807,0.974538881,Centric,7a-SmallCent,C
Ceratium,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Ceratium,1b-LargeDino,S
Chlamydomonas,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,172.6788079,0.172678808,Chlamydomonas,3a-UnicPhyto,C
Chromulina,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,66.28857331,0.066288573,Chromulina,2a-SmallChry1,C
Chroomonas,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Chroomonas,2d-Crypto,CR
Closterium,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,414.4492378,0.414449238,Closterium,8a-LargeCoCh,CR
Closterium  kuetzingii,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Closterium,8a-LargeCoCh,S
Closterium acutum,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,4886.91,1005.985455,1.005985455,Closterium,8a-LargeCoCh,R
Closterium gracile,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Closterium,8a-LargeCoCh,R
Coenococcus,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,4188.78,4969.256732,4.969256732,Coenococcus,1a-LargeChry,SR
Coenococcus planctonicus,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Coenococcus,1a-LargeChry,SR
Cosmarium,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Cosmarium,8a-LargeCoCh,R
Cryptomonas,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,16755.12,54111.1939,54.1111939,Cryptomonas,2d-Crypto,R
Cryptomonas marssonii,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Cryptomonas,2d-Crypto,C
Cyclotella,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,2792.52,7531.214509,7.531214509,Cyclotella,7a-SmallCent,C
Cymbella,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Cymbella,6b1-LColPenn,R
Dinobryon sociale,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Dinobryon,1a-LargeChry,SR
Dolichospermum flos-aquae,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Dolichospermum,5e-Nostocales,S
Elakatothrix gelatinosa,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,4445.270635,4.445270635,Elakatothrix,11b-GelaChlor,R
Eunotia,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Eunotia,6b1-LColPenn,R
Fragilaria crotonensis,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,150.4723969,0.150472397,Fragilaria,6b1-LColPenn,R
Gomphonema truncatum,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Gomphonema,7b-SmallPenn,R
Gymnodinium,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,698.13,700.8158101,0.70081581,Gymnodinium,2b-SmallDino,R
Gymnodinium (big),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Gymnodinium,2b-SmallDino,SC
Kirchneriella obesa,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Kirchneriella,11b-GelaChlor,R
Merismopedia,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Merismopedia,5d-SmallChroo,R
Monoraphidium contortum,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,2094.39,153.0760077,0.153076008,Monoraphidium,9b-SmallChlor,R
Monoraphidium minutum,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,6283.17,1154.579366,1.154579366,Monoraphidium,9b-SmallChlor,R
Oocystis,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Oocystis,9b-SmallChlor,R
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,2792.52,1037.766402,1.037766402,Pennate,7b-SmallPenn,CR
Pennate diatoms,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (fat),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (large),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (long),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms (short fat),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical,Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,2094.39,1075.981722,1.075981722,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (curved),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
Pennate diatoms cylindrical (dots),Feeagh,AWQMS,tube,NA,y,0,6,30/10/2018,0,0,0,Pennate,7b-SmallPenn,CR
